"","Site","Buffer_m","Year","Class","Pixels"
"32233","MNLAM",5000,2016,"Oats",10
"32234","MNLAM",5000,2016,"Alfalfa",1225
"32235","MNLAM",5000,2016,"Other Hay/Non Alfalfa",344
"32236","MNLAM",5000,2016,"Sugarbeets",228
"32237","MNLAM",5000,2016,"Dry Beans",719
"32238","MNLAM",5000,2016,"Peas",19
"32239","MNLAM",5000,2016,"Fallow/Idle Cropland",5
"32240","MNLAM",5000,2016,"Barren",37
"32241","MNLAM",5000,2016,"Open Water",104
"32242","MNLAM",5000,2016,"Developed/Open Space",4853
"32243","MNLAM",5000,2016,"Developed/Low Intensity",783
"32244","MNLAM",5000,2016,"Developed/Med Intensity",355
"32245","MNLAM",5000,2016,"Developed/High Intensity",94
"32246","MNLAM",5000,2016,"Deciduous Forest",2015
"32247","MNLAM",5000,2016,"Mixed Forest",1
"32248","MNLAM",5000,2016,"Grassland/Pasture",1780
"32249","MNLAM",5000,2016,"Woody Wetlands",42
"32250","MNLAM",5000,2016,"Herbaceous Wetlands",11283
"32251","MNLAM",5000,2017,"Corn",33421
"32252","MNLAM",5000,2017,"Soybeans",29915
"32253","MNLAM",5000,2017,"Barley",28
"32254","MNLAM",5000,2017,"Spring Wheat",700
"32255","MNLAM",5000,2017,"Oats",13
"32256","MNLAM",5000,2017,"Millet",2
"32257","MNLAM",5000,2017,"Alfalfa",1138
"32258","MNLAM",5000,2017,"Other Hay/Non Alfalfa",140
"32259","MNLAM",5000,2017,"Sugarbeets",203
"32260","MNLAM",5000,2017,"Dry Beans",1
"32261","MNLAM",5000,2017,"Peas",256
"32262","MNLAM",5000,2017,"Sod/Grass Seed",1
"32263","MNLAM",5000,2017,"Switchgrass",2
"32264","MNLAM",5000,2017,"Shrubland",5
"32265","MNLAM",5000,2017,"Barren",24
"32266","MNLAM",5000,2017,"Open Water",88
"32267","MNLAM",5000,2017,"Developed/Open Space",4764
"32268","MNLAM",5000,2017,"Developed/Low Intensity",873
"32269","MNLAM",5000,2017,"Developed/Med Intensity",348
"32270","MNLAM",5000,2017,"Developed/High Intensity",93
"32271","MNLAM",5000,2017,"Deciduous Forest",2074
"32272","MNLAM",5000,2017,"Mixed Forest",23
"32273","MNLAM",5000,2017,"Grassland/Pasture",2501
"32274","MNLAM",5000,2017,"Woody Wetlands",78
"32275","MNLAM",5000,2017,"Herbaceous Wetlands",10552
"32276","MNLAM",500,2008,"Corn",277
"32277","MNLAM",500,2008,"Soybeans",376
"32278","MNLAM",500,2008,"Spring Wheat",4
"32279","MNLAM",500,2008,"Oats",6
"32280","MNLAM",500,2008,"Alfalfa",3
"32281","MNLAM",500,2008,"Sugarbeets",1
"32282","MNLAM",500,2008,"Developed/Open Space",65
"32283","MNLAM",500,2008,"Developed/Low Intensity",5
"32284","MNLAM",500,2008,"Developed/Med Intensity",2
"32285","MNLAM",500,2008,"Barren",11
"32286","MNLAM",500,2008,"Deciduous Forest",8
"32287","MNLAM",500,2008,"Grassland/Pasture",95
"32288","MNLAM",500,2008,"Herbaceous Wetlands",20
"32289","MNLAM",500,2009,"Corn",95
"32290","MNLAM",500,2009,"Soybeans",407
"32291","MNLAM",500,2009,"Barley",1
"32292","MNLAM",500,2009,"Spring Wheat",52
"32293","MNLAM",500,2009,"Alfalfa",8
"32294","MNLAM",500,2009,"Developed/Open Space",66
"32295","MNLAM",500,2009,"Developed/Low Intensity",5
"32296","MNLAM",500,2009,"Developed/Med Intensity",3
"32297","MNLAM",500,2009,"Deciduous Forest",11
"32298","MNLAM",500,2009,"Grassland/Pasture",177
"32299","MNLAM",500,2009,"Herbaceous Wetlands",48
"32300","MNLAM",500,2010,"Corn",202
"32301","MNLAM",500,2010,"Soybeans",385
"32302","MNLAM",500,2010,"Sweet Corn",2
"32303","MNLAM",500,2010,"Spring Wheat",12
"32304","MNLAM",500,2010,"Barren",8
"32305","MNLAM",500,2010,"Developed/Open Space",72
"32306","MNLAM",500,2010,"Developed/Low Intensity",5
"32307","MNLAM",500,2010,"Developed/Med Intensity",2
"32308","MNLAM",500,2010,"Deciduous Forest",10
"32309","MNLAM",500,2010,"Grassland/Pasture",124
"32310","MNLAM",500,2010,"Herbaceous Wetlands",51
"32311","MNLAM",500,2011,"Corn",411
"32312","MNLAM",500,2011,"Soybeans",208
"32313","MNLAM",500,2011,"Sweet Corn",2
"32314","MNLAM",500,2011,"Spring Wheat",8
"32315","MNLAM",500,2011,"Oats",1
"32316","MNLAM",500,2011,"Alfalfa",36
"32317","MNLAM",500,2011,"Other Hay/Non Alfalfa",2
"32318","MNLAM",500,2011,"Sugarbeets",6
"32319","MNLAM",500,2011,"Barren",19
"32320","MNLAM",500,2011,"Open Water",1
"32321","MNLAM",500,2011,"Developed/Open Space",68
"32322","MNLAM",500,2011,"Developed/Low Intensity",6
"32323","MNLAM",500,2011,"Developed/Med Intensity",1
"32324","MNLAM",500,2011,"Deciduous Forest",11
"32325","MNLAM",500,2011,"Grassland/Pasture",32
"32326","MNLAM",500,2011,"Herbaceous Wetlands",61
"32327","MNLAM",500,2012,"Corn",214
"32328","MNLAM",500,2012,"Soybeans",328
"32329","MNLAM",500,2012,"Barley",6
"32330","MNLAM",500,2012,"Spring Wheat",14
"32331","MNLAM",500,2012,"Oats",3
"32332","MNLAM",500,2012,"Alfalfa",33
"32333","MNLAM",500,2012,"Other Hay/Non Alfalfa",4
"32334","MNLAM",500,2012,"Dry Beans",1
"32335","MNLAM",500,2012,"Barren",32
"32336","MNLAM",500,2012,"Developed/Open Space",70
"32337","MNLAM",500,2012,"Developed/Low Intensity",5
"32338","MNLAM",500,2012,"Developed/Med Intensity",2
"32339","MNLAM",500,2012,"Deciduous Forest",8
"32340","MNLAM",500,2012,"Grassland/Pasture",39
"32341","MNLAM",500,2012,"Herbaceous Wetlands",114
"32342","MNLAM",500,2013,"Background",323
"32343","MNLAM",500,2013,"Sorghum",247
"32344","MNLAM",500,2013,"Tobacco",1
"32345","MNLAM",500,2013,"Durum Wheat",9
"32346","MNLAM",500,2013,"Dbl Crop WinWht/Soybeans",1
"32347","MNLAM",500,2013,"Rye",2
"32348","MNLAM",500,2013,"Mustard",38
"32349","MNLAM",500,2013,"Lentils",15
"32350","MNLAM",500,2013,"Sod/Grass Seed",1
"32351","MNLAM",500,2013,"Shrubland",23
"32352","MNLAM",500,2013,"Aquaculture",1
"32353","MNLAM",500,2013,"Perennial Ice/Snow",65
"32354","MNLAM",500,2013,"Developed/Open Space",5
"32355","MNLAM",500,2013,"Developed/Low Intensity",2
"32356","MNLAM",500,2013,"Developed/High Intensity",10
"32357","MNLAM",500,2013,"Mixed Forest",39
"32358","MNLAM",500,2013,"Grassland/Pasture",1
"32359","MNLAM",500,2013,"Woody Wetlands",90
"32360","MNLAM",500,2014,"Background",300
"32361","MNLAM",500,2014,"Sorghum",263
"32362","MNLAM",500,2014,"Tobacco",3
"32363","MNLAM",500,2014,"Durum Wheat",2
"32364","MNLAM",500,2014,"Rye",1
"32365","MNLAM",500,2014,"Mustard",76
"32366","MNLAM",500,2014,"Alfalfa",2
"32367","MNLAM",500,2014,"Buckwheat",11
"32368","MNLAM",500,2014,"Lentils",1
"32369","MNLAM",500,2014,"Shrubland",25
"32370","MNLAM",500,2014,"Perennial Ice/Snow",72
"32371","MNLAM",500,2014,"Developed/Open Space",5
"32372","MNLAM",500,2014,"Developed/Low Intensity",2
"32373","MNLAM",500,2014,"Developed/High Intensity",11
"32374","MNLAM",500,2014,"Mixed Forest",39
"32375","MNLAM",500,2014,"Grassland/Pasture",3
"32376","MNLAM",500,2014,"Woody Wetlands",57
"32377","MNLAM",500,2015,"Background",274
"32378","MNLAM",500,2015,"Sorghum",207
"32379","MNLAM",500,2015,"Durum Wheat",80
"32380","MNLAM",500,2015,"Rye",24
"32381","MNLAM",500,2015,"Mustard",76
"32382","MNLAM",500,2015,"Buckwheat",2
"32383","MNLAM",500,2015,"Lentils",8
"32384","MNLAM",500,2015,"Shrubland",21
"32385","MNLAM",500,2015,"Perennial Ice/Snow",72
"32386","MNLAM",500,2015,"Developed/Open Space",6
"32387","MNLAM",500,2015,"Developed/Low Intensity",1
"32388","MNLAM",500,2015,"Developed/High Intensity",20
"32389","MNLAM",500,2015,"Mixed Forest",19
"32390","MNLAM",500,2015,"Woody Wetlands",63
"32391","MNLAM",500,2016,"Corn",264
"32392","MNLAM",500,2016,"Soybeans",282
"32393","MNLAM",500,2016,"Sweet Corn",6
"32394","MNLAM",500,2016,"Spring Wheat",18
"32395","MNLAM",500,2016,"Alfalfa",93
"32396","MNLAM",500,2016,"Other Hay/Non Alfalfa",6
"32397","MNLAM",500,2016,"Sugarbeets",4
"32398","MNLAM",500,2016,"Peas",2
"32399","MNLAM",500,2016,"Barren",2
"32400","MNLAM",500,2016,"Open Water",1
"32401","MNLAM",500,2016,"Developed/Open Space",68
"32402","MNLAM",500,2016,"Developed/Low Intensity",5
"32403","MNLAM",500,2016,"Developed/Med Intensity",2
"32404","MNLAM",500,2016,"Deciduous Forest",15
"32405","MNLAM",500,2016,"Mixed Forest",1
"32406","MNLAM",500,2016,"Grassland/Pasture",16
"32407","MNLAM",500,2016,"Herbaceous Wetlands",88
"32408","MNLAM",500,2017,"Corn",366
"32409","MNLAM",500,2017,"Soybeans",234
"32410","MNLAM",500,2017,"Barley",2
"32411","MNLAM",500,2017,"Spring Wheat",2
"32412","MNLAM",500,2017,"Alfalfa",85
"32413","MNLAM",500,2017,"Other Hay/Non Alfalfa",2
"32414","MNLAM",500,2017,"Sugarbeets",1
"32415","MNLAM",500,2017,"Barren",8
"32416","MNLAM",500,2017,"Open Water",1
"32417","MNLAM",500,2017,"Developed/Open Space",71
"32418","MNLAM",500,2017,"Developed/Low Intensity",6
"32419","MNLAM",500,2017,"Developed/Med Intensity",1
"32420","MNLAM",500,2017,"Deciduous Forest",12
"32421","MNLAM",500,2017,"Mixed Forest",3
"32422","MNLAM",500,2017,"Grassland/Pasture",14
"32423","MNLAM",500,2017,"Herbaceous Wetlands",65
"32424","MNMOR",10000,2008,"Corn",123817
"32425","MNMOR",10000,2008,"Soybeans",87472
"32426","MNMOR",10000,2008,"Sunflower",161
"32427","MNMOR",10000,2008,"Barley",3
"32428","MNMOR",10000,2008,"Spring Wheat",13692
"32429","MNMOR",10000,2008,"Winter Wheat",6
"32430","MNMOR",10000,2008,"Rye",2
"32431","MNMOR",10000,2008,"Oats",97
"32432","MNMOR",10000,2008,"Millet",1
"32433","MNMOR",10000,2008,"Canola",14
"32434","MNMOR",10000,2008,"Alfalfa",7570
"32435","MNMOR",10000,2008,"Other Hay/Non Alfalfa",125
"32436","MNMOR",10000,2008,"Buckwheat",11
"32437","MNMOR",10000,2008,"Sugarbeets",4087
"32438","MNMOR",10000,2008,"Dry Beans",1301
"32439","MNMOR",10000,2008,"Potatoes",18
"32440","MNMOR",10000,2008,"Peas",29
"32441","MNMOR",10000,2008,"Fallow/Idle Cropland",34
"32442","MNMOR",10000,2008,"Open Water",19657
"32443","MNMOR",10000,2008,"Developed/Open Space",19330
"32444","MNMOR",10000,2008,"Developed/Low Intensity",3218
"32445","MNMOR",10000,2008,"Developed/Med Intensity",1816
"32446","MNMOR",10000,2008,"Developed/High Intensity",578
"32447","MNMOR",10000,2008,"Barren",208
"32448","MNMOR",10000,2008,"Deciduous Forest",7123
"32449","MNMOR",10000,2008,"Evergreen Forest",25
"32450","MNMOR",10000,2008,"Mixed Forest",2
"32451","MNMOR",10000,2008,"Shrubland",10
"32452","MNMOR",10000,2008,"Grassland/Pasture",32738
"32453","MNMOR",10000,2008,"Woody Wetlands",811
"32454","MNMOR",10000,2008,"Herbaceous Wetlands",25091
"32455","MNMOR",10000,2008,"Vetch",2
"32456","MNMOR",10000,2009,"Corn",116725
"32457","MNMOR",10000,2009,"Sorghum",2
"32458","MNMOR",10000,2009,"Soybeans",89534
"32459","MNMOR",10000,2009,"Sunflower",9
"32460","MNMOR",10000,2009,"Sweet Corn",4
"32461","MNMOR",10000,2009,"Barley",7
"32462","MNMOR",10000,2009,"Spring Wheat",14427
"32463","MNMOR",10000,2009,"Winter Wheat",36
"32464","MNMOR",10000,2009,"Rye",20
"32465","MNMOR",10000,2009,"Oats",45
"32466","MNMOR",10000,2009,"Canola",1
"32467","MNMOR",10000,2009,"Alfalfa",8674
"32468","MNMOR",10000,2009,"Other Hay/Non Alfalfa",225
"32469","MNMOR",10000,2009,"Buckwheat",12
"32470","MNMOR",10000,2009,"Sugarbeets",3238
"32471","MNMOR",10000,2009,"Dry Beans",2090
"32472","MNMOR",10000,2009,"Potatoes",3
"32473","MNMOR",10000,2009,"Peas",17
"32474","MNMOR",10000,2009,"Clover/Wildflowers",3
"32475","MNMOR",10000,2009,"Sod/Grass Seed",1
"32476","MNMOR",10000,2009,"Fallow/Idle Cropland",56
"32477","MNMOR",10000,2009,"Open Water",20090
"32478","MNMOR",10000,2009,"Developed/Open Space",19189
"32479","MNMOR",10000,2009,"Developed/Low Intensity",3304
"32480","MNMOR",10000,2009,"Developed/Med Intensity",1891
"32481","MNMOR",10000,2009,"Developed/High Intensity",674
"32482","MNMOR",10000,2009,"Barren",486
"32483","MNMOR",10000,2009,"Deciduous Forest",6676
"32484","MNMOR",10000,2009,"Evergreen Forest",15
"32485","MNMOR",10000,2009,"Shrubland",25
"32486","MNMOR",10000,2009,"Grassland/Pasture",40057
"32487","MNMOR",10000,2009,"Woody Wetlands",1195
"32488","MNMOR",10000,2009,"Herbaceous Wetlands",20318
"32489","MNMOR",10000,2010,"Corn",119317
"32490","MNMOR",10000,2010,"Soybeans",86809
"32491","MNMOR",10000,2010,"Sunflower",278
"32492","MNMOR",10000,2010,"Sweet Corn",36
"32493","MNMOR",10000,2010,"Barley",4
"32494","MNMOR",10000,2010,"Spring Wheat",11552
"32495","MNMOR",10000,2010,"Winter Wheat",2
"32496","MNMOR",10000,2010,"Oats",29
"32497","MNMOR",10000,2010,"Canola",3
"32498","MNMOR",10000,2010,"Flaxseed",19
"32499","MNMOR",10000,2010,"Alfalfa",10269
"32500","MNMOR",10000,2010,"Other Hay/Non Alfalfa",240
"32501","MNMOR",10000,2010,"Sugarbeets",5211
"32502","MNMOR",10000,2010,"Dry Beans",3910
"32503","MNMOR",10000,2010,"Other Crops",48
"32504","MNMOR",10000,2010,"Peas",41
"32505","MNMOR",10000,2010,"Fallow/Idle Cropland",14
"32506","MNMOR",10000,2010,"Forest",21
"32507","MNMOR",10000,2010,"Shrubland",6
"32508","MNMOR",10000,2010,"Barren",757
"32509","MNMOR",10000,2010,"Wetlands",917
"32510","MNMOR",10000,2010,"Open Water",19672
"32511","MNMOR",10000,2010,"Developed/Open Space",18557
"32512","MNMOR",10000,2010,"Developed/Low Intensity",3264
"32513","MNMOR",10000,2010,"Developed/Med Intensity",1531
"32514","MNMOR",10000,2010,"Developed/High Intensity",562
"32515","MNMOR",10000,2010,"Deciduous Forest",7504
"32516","MNMOR",10000,2010,"Evergreen Forest",20
"32517","MNMOR",10000,2010,"Mixed Forest",1
"32518","MNMOR",10000,2010,"Grassland/Pasture",36115
"32519","MNMOR",10000,2010,"Woody Wetlands",1127
"32520","MNMOR",10000,2010,"Herbaceous Wetlands",21213
"32521","MNMOR",10000,2011,"Corn",110999
"32522","MNMOR",10000,2011,"Sorghum",1
"32523","MNMOR",10000,2011,"Soybeans",100616
"32524","MNMOR",10000,2011,"Sunflower",265
"32525","MNMOR",10000,2011,"Spring Wheat",8304
"32526","MNMOR",10000,2011,"Winter Wheat",55
"32527","MNMOR",10000,2011,"Rye",2
"32528","MNMOR",10000,2011,"Oats",70
"32529","MNMOR",10000,2011,"Alfalfa",10926
"32530","MNMOR",10000,2011,"Other Hay/Non Alfalfa",1543
"32531","MNMOR",10000,2011,"Sugarbeets",5193
"32532","MNMOR",10000,2011,"Dry Beans",4110
"32533","MNMOR",10000,2011,"Potatoes",4
"32534","MNMOR",10000,2011,"Other Crops",7
"32535","MNMOR",10000,2011,"Fallow/Idle Cropland",8
"32536","MNMOR",10000,2011,"Shrubland",6
"32537","MNMOR",10000,2011,"Barren",566
"32538","MNMOR",10000,2011,"Open Water",20163
"32539","MNMOR",10000,2011,"Developed/Open Space",19642
"32540","MNMOR",10000,2011,"Developed/Low Intensity",3536
"32541","MNMOR",10000,2011,"Developed/Med Intensity",1334
"32542","MNMOR",10000,2011,"Developed/High Intensity",562
"32543","MNMOR",10000,2011,"Deciduous Forest",7283
"32544","MNMOR",10000,2011,"Evergreen Forest",6
"32545","MNMOR",10000,2011,"Grassland/Pasture",7325
"32546","MNMOR",10000,2011,"Woody Wetlands",1047
"32547","MNMOR",10000,2011,"Herbaceous Wetlands",45476
"32548","MNMOR",10000,2012,"Corn",132854
"32549","MNMOR",10000,2012,"Soybeans",78694
"32550","MNMOR",10000,2012,"Sunflower",847
"32551","MNMOR",10000,2012,"Sweet Corn",15
"32552","MNMOR",10000,2012,"Spring Wheat",4802
"32553","MNMOR",10000,2012,"Rye",166
"32554","MNMOR",10000,2012,"Oats",6
"32555","MNMOR",10000,2012,"Canola",4
"32556","MNMOR",10000,2012,"Alfalfa",9651
"32557","MNMOR",10000,2012,"Other Hay/Non Alfalfa",458
"32558","MNMOR",10000,2012,"Sugarbeets",7488
"32559","MNMOR",10000,2012,"Dry Beans",4354
"32560","MNMOR",10000,2012,"Potatoes",2
"32561","MNMOR",10000,2012,"Other Crops",32
"32562","MNMOR",10000,2012,"Sod/Grass Seed",1
"32563","MNMOR",10000,2012,"Fallow/Idle Cropland",1
"32564","MNMOR",10000,2012,"Barren",669
"32565","MNMOR",10000,2012,"Open Water",19843
"32566","MNMOR",10000,2012,"Developed/Open Space",19666
"32567","MNMOR",10000,2012,"Developed/Low Intensity",3194
"32568","MNMOR",10000,2012,"Developed/Med Intensity",1422
"32569","MNMOR",10000,2012,"Developed/High Intensity",557
"32570","MNMOR",10000,2012,"Deciduous Forest",6955
"32571","MNMOR",10000,2012,"Evergreen Forest",2
"32572","MNMOR",10000,2012,"Mixed Forest",1
"32573","MNMOR",10000,2012,"Grassland/Pasture",8374
"32574","MNMOR",10000,2012,"Woody Wetlands",1543
"32575","MNMOR",10000,2012,"Herbaceous Wetlands",47448
"32576","MNMOR",10000,2013,"Background",133533
"32577","MNMOR",10000,2013,"Sorghum",79312
"32578","MNMOR",10000,2013,"Soybeans",10
"32579","MNMOR",10000,2013,"Mint",6
"32580","MNMOR",10000,2013,"Durum Wheat",4094
"32581","MNMOR",10000,2013,"Spring Wheat",4
"32582","MNMOR",10000,2013,"Dbl Crop WinWht/Soybeans",1
"32583","MNMOR",10000,2013,"Rye",54
"32584","MNMOR",10000,2013,"Oats",8
"32585","MNMOR",10000,2013,"Speltz",36
"32586","MNMOR",10000,2013,"Mustard",10496
"32587","MNMOR",10000,2013,"Alfalfa",1027
"32588","MNMOR",10000,2013,"Camelina",1
"32589","MNMOR",10000,2013,"Buckwheat",5592
"32590","MNMOR",10000,2013,"Sugarbeets",7152
"32591","MNMOR",10000,2013,"Dry Beans",32
"32592","MNMOR",10000,2013,"Potatoes",1
"32593","MNMOR",10000,2013,"Lentils",9
"32594","MNMOR",10000,2013,"Clover/Wildflowers",4
"32595","MNMOR",10000,2013,"Switchgrass",62
"32596","MNMOR",10000,2013,"Forest",15
"32597","MNMOR",10000,2013,"Shrubland",1064
"32598","MNMOR",10000,2013,"Aquaculture",20264
"32599","MNMOR",10000,2013,"Perennial Ice/Snow",19623
"32600","MNMOR",10000,2013,"Developed/Open Space",3715
"32601","MNMOR",10000,2013,"Developed/Low Intensity",1345
"32602","MNMOR",10000,2013,"Developed/Med Intensity",574
"32603","MNMOR",10000,2013,"Developed/High Intensity",7305
"32604","MNMOR",10000,2013,"Deciduous Forest",20
"32605","MNMOR",10000,2013,"Evergreen Forest",2
"32606","MNMOR",10000,2013,"Mixed Forest",10245
"32607","MNMOR",10000,2013,"Grassland/Pasture",1144
"32608","MNMOR",10000,2013,"Woody Wetlands",42297
"32609","MNMOR",10000,2013,"Pistachios",2
"32610","MNMOR",10000,2014,"Background",120001
"32611","MNMOR",10000,2014,"Rice",7
"32612","MNMOR",10000,2014,"Sorghum",88959
"32613","MNMOR",10000,2014,"Soybeans",179
"32614","MNMOR",10000,2014,"Tobacco",2
"32615","MNMOR",10000,2014,"Durum Wheat",6243
"32616","MNMOR",10000,2014,"Spring Wheat",8
"32617","MNMOR",10000,2014,"Dbl Crop WinWht/Soybeans",1
"32618","MNMOR",10000,2014,"Rye",25
"32619","MNMOR",10000,2014,"Mustard",13339
"32620","MNMOR",10000,2014,"Alfalfa",1572
"32621","MNMOR",10000,2014,"Camelina",7
"32622","MNMOR",10000,2014,"Buckwheat",3126
"32623","MNMOR",10000,2014,"Sugarbeets",10490
"32624","MNMOR",10000,2014,"Dry Beans",1
"32625","MNMOR",10000,2014,"Potatoes",14
"32626","MNMOR",10000,2014,"Lentils",16
"32627","MNMOR",10000,2014,"Sod/Grass Seed",201
"32628","MNMOR",10000,2014,"Switchgrass",210
"32629","MNMOR",10000,2014,"Forest",4
"32630","MNMOR",10000,2014,"Shrubland",958
"32631","MNMOR",10000,2014,"Aquaculture",20507
"32632","MNMOR",10000,2014,"Perennial Ice/Snow",18765
"32633","MNMOR",10000,2014,"Developed/Open Space",3100
"32634","MNMOR",10000,2014,"Developed/Low Intensity",2542
"32635","MNMOR",10000,2014,"Developed/Med Intensity",733
"32636","MNMOR",10000,2014,"Developed/High Intensity",8068
"32637","MNMOR",10000,2014,"Deciduous Forest",6
"32638","MNMOR",10000,2014,"Evergreen Forest",8
"32639","MNMOR",10000,2014,"Mixed Forest",8133
"32640","MNMOR",10000,2014,"Grassland/Pasture",675
"32641","MNMOR",10000,2014,"Woody Wetlands",41149
"32642","MNMOR",10000,2015,"Background",113763
"32643","MNMOR",10000,2015,"Rice",5
"32644","MNMOR",10000,2015,"Sorghum",92574
"32645","MNMOR",10000,2015,"Soybeans",38
"32646","MNMOR",10000,2015,"Tobacco",11
"32647","MNMOR",10000,2015,"Durum Wheat",6008
"32648","MNMOR",10000,2015,"Spring Wheat",12
"32649","MNMOR",10000,2015,"Dbl Crop WinWht/Soybeans",6
"32650","MNMOR",10000,2015,"Rye",139
"32651","MNMOR",10000,2015,"Oats",9
"32652","MNMOR",10000,2015,"Mustard",10748
"32653","MNMOR",10000,2015,"Alfalfa",711
"32654","MNMOR",10000,2015,"Camelina",4
"32655","MNMOR",10000,2015,"Buckwheat",4098
"32656","MNMOR",10000,2015,"Sugarbeets",15207
"32657","MNMOR",10000,2015,"Dry Beans",36
"32658","MNMOR",10000,2015,"Lentils",20
"32659","MNMOR",10000,2015,"Switchgrass",115
"32660","MNMOR",10000,2015,"Forest",23
"32661","MNMOR",10000,2015,"Shrubland",948
"32662","MNMOR",10000,2015,"Aquaculture",20436
"32663","MNMOR",10000,2015,"Perennial Ice/Snow",19204
"32664","MNMOR",10000,2015,"Developed/Open Space",2868
"32665","MNMOR",10000,2015,"Developed/Low Intensity",2333
"32666","MNMOR",10000,2015,"Developed/Med Intensity",716
"32667","MNMOR",10000,2015,"Developed/High Intensity",8078
"32668","MNMOR",10000,2015,"Deciduous Forest",32
"32669","MNMOR",10000,2015,"Mixed Forest",8690
"32670","MNMOR",10000,2015,"Grassland/Pasture",568
"32671","MNMOR",10000,2015,"Woody Wetlands",41649
"32672","MNMOR",10000,2016,"Corn",123737
"32673","MNMOR",10000,2016,"Sorghum",1
"32674","MNMOR",10000,2016,"Soybeans",83489
"32675","MNMOR",10000,2016,"Sunflower",38
"32676","MNMOR",10000,2016,"Sweet Corn",4
"32677","MNMOR",10000,2016,"Spring Wheat",5779
"32678","MNMOR",10000,2016,"Rye",11
"32679","MNMOR",10000,2016,"Oats",30
"32680","MNMOR",10000,2016,"Canola",11
"32681","MNMOR",10000,2016,"Alfalfa",15955
"32682","MNMOR",10000,2016,"Other Hay/Non Alfalfa",372
"32683","MNMOR",10000,2016,"Buckwheat",4
"32684","MNMOR",10000,2016,"Sugarbeets",6868
"32685","MNMOR",10000,2016,"Dry Beans",7938
"32686","MNMOR",10000,2016,"Potatoes",4
"32687","MNMOR",10000,2016,"Other Crops",3
"32688","MNMOR",10000,2016,"Peas",16
"32689","MNMOR",10000,2016,"Shrubland",3
"32690","MNMOR",10000,2016,"Barren",1065
"32691","MNMOR",10000,2016,"Open Water",19997
"32692","MNMOR",10000,2016,"Developed/Open Space",18243
"32693","MNMOR",10000,2016,"Developed/Low Intensity",3387
"32694","MNMOR",10000,2016,"Developed/Med Intensity",2459
"32695","MNMOR",10000,2016,"Developed/High Intensity",721
"32696","MNMOR",10000,2016,"Deciduous Forest",8725
"32697","MNMOR",10000,2016,"Evergreen Forest",2
"32698","MNMOR",10000,2016,"Grassland/Pasture",8778
"32699","MNMOR",10000,2016,"Woody Wetlands",695
"32700","MNMOR",10000,2016,"Herbaceous Wetlands",40714
"32701","MNMOR",10000,2017,"Corn",114306
"32702","MNMOR",10000,2017,"Sorghum",8
"32703","MNMOR",10000,2017,"Soybeans",95643
"32704","MNMOR",10000,2017,"Sunflower",8
"32705","MNMOR",10000,2017,"Barley",3
"32706","MNMOR",10000,2017,"Spring Wheat",6662
"32707","MNMOR",10000,2017,"Winter Wheat",4
"32708","MNMOR",10000,2017,"Rye",132
"32709","MNMOR",10000,2017,"Oats",143
"32710","MNMOR",10000,2017,"Millet",14
"32711","MNMOR",10000,2017,"Alfalfa",14480
"32712","MNMOR",10000,2017,"Other Hay/Non Alfalfa",1383
"32713","MNMOR",10000,2017,"Buckwheat",34
"32714","MNMOR",10000,2017,"Sugarbeets",5983
"32715","MNMOR",10000,2017,"Dry Beans",6017
"32716","MNMOR",10000,2017,"Peas",39
"32717","MNMOR",10000,2017,"Sod/Grass Seed",4
"32718","MNMOR",10000,2017,"Switchgrass",14
"32719","MNMOR",10000,2017,"Fallow/Idle Cropland",352
"32720","MNMOR",10000,2017,"Shrubland",3
"32721","MNMOR",10000,2017,"Barren",353
"32722","MNMOR",10000,2017,"Open Water",20575
"32723","MNMOR",10000,2017,"Developed/Open Space",18082
"32724","MNMOR",10000,2017,"Developed/Low Intensity",3331
"32725","MNMOR",10000,2017,"Developed/Med Intensity",2487
"32726","MNMOR",10000,2017,"Developed/High Intensity",741
"32727","MNMOR",10000,2017,"Deciduous Forest",8091
"32728","MNMOR",10000,2017,"Evergreen Forest",59
"32729","MNMOR",10000,2017,"Grassland/Pasture",10644
"32730","MNMOR",10000,2017,"Woody Wetlands",634
"32731","MNMOR",10000,2017,"Herbaceous Wetlands",38820
"32732","MNMOR",1000,2008,"Corn",945
"32733","MNMOR",1000,2008,"Soybeans",663
"32734","MNMOR",1000,2008,"Spring Wheat",1
"32735","MNMOR",1000,2008,"Alfalfa",274
"32736","MNMOR",1000,2008,"Other Hay/Non Alfalfa",1
"32737","MNMOR",1000,2008,"Sugarbeets",4
"32738","MNMOR",1000,2008,"Open Water",32
"32739","MNMOR",1000,2008,"Developed/Open Space",287
"32740","MNMOR",1000,2008,"Developed/Low Intensity",75
"32741","MNMOR",1000,2008,"Developed/Med Intensity",34
"32742","MNMOR",1000,2008,"Developed/High Intensity",3
"32743","MNMOR",1000,2008,"Deciduous Forest",30
"32744","MNMOR",1000,2008,"Evergreen Forest",1
"32745","MNMOR",1000,2008,"Grassland/Pasture",1024
"32746","MNMOR",1000,2008,"Woody Wetlands",5
"32747","MNMOR",1000,2008,"Herbaceous Wetlands",116
"32748","MNMOR",1000,2009,"Corn",784
"32749","MNMOR",1000,2009,"Sorghum",1
"32750","MNMOR",1000,2009,"Soybeans",801
"32751","MNMOR",1000,2009,"Spring Wheat",26
"32752","MNMOR",1000,2009,"Alfalfa",305
